code,name,city,region
TBJ,7 Novembre,Tabarka,Tunisia
LCG,A Coruna,La Coruna,Spain
AAL,Aalborg,Aalborg,Denmark
AAR,Aarhus,Aarhus,Denmark
JEG,Aasiaat,Aasiaat,Greenland
ABD,Abadan,Abadan,Iran
ABA,Abakan,Abakan,Russia
YXX,Abbotsford,Abbotsford,Canada
MLG,Abdul Rachman Saleh,Malang,Indonesia
AEH,Abeche,Abeche,Chad
SNU,Abel Santamaria,Santa Clara,Cuba
ABR,Aberdeen Regional Airport,Aberdeen,United States
AHB,Abha,Abha,Saudi Arabia
ABJ,Abidjan Felix Houphouet Boigny Intl,Abidjan,Cote d'Ivoire
ABI,Abilene Rgnl,Abilene,United States
CJS,Abraham Gonzalez Intl,Ciudad Juarez,Mexico
SPI,Abraham Lincoln Capital,Springfield,United States
AUH,Abu Dhabi Intl,Abu Dhabi,United Arab Emirates
ABS,Abu Simbel,Abu Simbel,Egypt
ARA,Acadiana Rgnl,Louisiana,United States
SRG,Achmad Yani,Semarang,Indonesia
ADK,Adak Airport,Adak Island,United States
LIT,Adams Fld,Little Rock,United States
ADA,Adana,Adana,Turkey
ADL,Adelaide Intl,Adelaide,Australia
MGQ,Aden Adde International Airport,Mogadishu,Somalia
ADE,Aden Intl,Aden,Yemen
SOC,Adi Sumarmo Wiryokusumo,Solo City,Indonesia
JOG,Adi Sutjipto,Yogyakarta,Indonesia
SLK,Adirondack Regional Airport,Saranac Lake,United States
ADF,Adiyaman Airport,\N,Turkey
ADB,Adnan Menderes,Izmir,Turkey
AEP,Aeroparque Jorge Newbery,Buenos Aires,Argentina
BPS,Aeroporto de Porto Seguro,Porto Seguro,Brazil
TTQ,Aerotortuguero Airport,Roxana,Costa Rica
CWB,Afonso Pena,Curitiba,Brazil
AFY,Afyon,Afyon,Turkey
IXA,Agartala,Agartala,India
AGX,Agatti,Agatti Island,India
AGZ,Aggeneys,Aggeneys,South Africa
AGR,Agra,Agra,India
AJI,Agri Airport,\N,Turkey
AGQ,Agrinion,Agrinion,Greece
OCV,Aguas Claras,Ocana,Colombia
AGJ,Aguni,Aguni,Japan
AHE,Ahe Airport,\N,French Polynesia
AMD,Ahmedabad,Ahmedabad,India
AHS,Ahuas Airport,Ahuas,Honduras
AWZ,Ahwaz,Ahwaz,Iran
AIM,Ailuk Airport,Ailuk Island,Marshall Islands
IEO,Aioun El Atrouss,Aioun El Atrouss,Mauritania
HFT,Airport,Hammerfest,Norway
MEH,Airport,Mehamn,Norway
VDS,Airport,Vadso,Norway
AIT,Aitutaki,Aitutaki,Cook Islands
CMF,Aix Les Bains,Chambery,France
QXB,Aix Les Milles,Aix-les-milles,France
AJL,Aizawl,Aizwal,India
AXT,Akita,Akita,Japan
LAK,Aklavik,Aklavik,Canada
AKD,Akola,Akola,India
CAK,Akron Canton Regional Airport,AKRON,United States
AKR,Akron Fulton Intl,Akron,United States
AKT,Akrotiri,Akrotiri,Cyprus
AKU,Aksu Airport,Aksu,China
SCO,Aktau,Aktau,Kazakhstan
PVK,Aktio,Preveza,Greece
AKX,Aktyubinsk,Aktyubinsk,Kazakhstan
AKV,Akulivik Airport,Akulivik,Canada
QCU,Akunnaaq Heliport,\N,Greenland
AEY,Akureyri,Akureyri,Iceland
KQA,Akutan Seaplane Base,Akutan,United States
HOF,Al Ahsa Airport,\N,Saudi Arabia
LEA,Al Ahsa,Al-ahsa,Saudi Arabia
AAN,Al Ain International Airport,\N,United Arab Emirates
ABT,Al Baha,El-baha,Saudi Arabia
AAY,Al Ghaidah Intl,Al Ghaidah Intl,Yemen
AJO,Al Jouf,Al-jouf,Saudi Arabia
AJF,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia
ALM,Alamogordo White Sands Regional Airport,Alamogordo,United States
ABC,Albacete,Albacete,Spain
ALH,Albany Airport,Albany,Australia
ALB,Albany Intl,Albany,United States
ALL,Albenga,Albenga,Italy
OAJ,Albert J Ellis,Jacksonville NC,United States
SPG,Albert Whitted,St. Petersburg,United States
MRD,Alberto Carnevalli,Merida,Venezuela
TND,Alberto Delgado Airport,Trinidad,Cuba
ABQ,Albuquerque International Sunport,Albuquerque,United States
IKR,Albuquerque Intl Sunport,Kirtland A.f.b.,United States
ABX,Albury,Albury,Australia
BFS,Aldergrove,Belfast,United Kingdom
ACI,Alderney,Alderney,Guernsey
WKK,Aleknagik Airport,Aleknagik,United States
ALP,Aleppo Intl,Aleppo,Syria
YLT,Alert,Alert,Canada
ALJ,Alexander Bay,Alexander Bay,South Africa
ALR,Alexandra,Alexandra,New Zealand
ALY,Alexandria Intl,Alexandria,Egypt
AEX,Alexandria Intl,Alexandria,United States
JSI,Alexandros Papadiamantis,Skiathos,Greece
HUU,Alferez Fap David Figueroa Fernandini Airport,HuÃ¡nuco,Peru
CLO,Alfonso Bonilla Aragon Intl,Cali,Colombia
VUP,Alfonso Lopez Pumarejo,Valledupar,Colombia
LET,Alfredo Vasquez Cobo,Leticia,Colombia
AHO,Alghero,Alghero,Italy
ALC,Alicante,Alicante,Spain
ALI,Alice Intl,Alice,United States
ASP,Alice Springs,Alice Springs,Australia
IXD,Allahabad,Allahabad,India
LHE,Allama Iqbal Intl,Lahore,Pakistan
BIG,Allen Aaf,Delta Junction,United States
LLU,Alluitsup Paa Heliport,Alluitsup Paa,Greenland
ALA,Almaty,Alma-ata,Kazakhstan
LEI,Almeria,Almeria,Spain
RCH,Almirante Padilla,Rio Hacha,Colombia
REL,Almirante Zar,Trelew,Argentina
CTD,Alonso Valderrama Airport,ChitrÃ©,Panama
APN,Alpena County Regional Airport,Alpena,United States
AFL,Alta Floresta,Alta Floresta,Brazil
ALF,Alta,Alta,Norway
LTI,Altai Airport,\N,Mongolia
ATM,Altamira,Altamira,Brazil
AOC,Altenburg Nobitz,Altenburg,Germany
AOO,Altoona Blair Co,Altoona,United States
LTS,Altus Afb,Altus,United States
ALU,Alula Airport,Alula,Somalia
NSK,Alykel,Norilsk,Russia
ASJ,Amami,Amami,Japan
KDL,Amari,Armari Air Force Base,Estonia
WAI,Ambalabe,Antsohihy,Madagascar
IVA,Ambanja Airport,Ambanja,Madagascar
WAM,Ambatondrazaka Airport,Ambatondrazaka,Madagascar
AMB,Ambilobe,Ambilobe,Madagascar
MZI,Ambodedjo,Mopti,Mali
ASV,Amboseli Airport,Amboseli National Park,Kenya
JIB,Ambouli International Airport,Djibouti,Djibouti
COR,Ambrosio L V Taravella,Cordoba,Argentina
AMV,Amderma Airport,Amderma,Russia
SID,Amilcar Cabral Intl,Amilcar Cabral,Cape Verde
GOY,Amparai,Galoya,Sri Lanka
SAY,Ampugnano,Siena,Italy
ATQ,Amritsar,Amritsar,India
AAA,Anaa,Anaa,French Polynesia
AAO,Anaco,Anaco,Venezuela
YAA,Anahim Lake Airport,Anahim Lake,Canada
HVA,Analalava,Analalava,Madagascar
SDN,Anda Airport,Sandane,Norway
ANS,Andahuaylas,Andahuaylas,Peru
ZWA,Andapa,Andapa,Madagascar
UAM,Andersen Afb,Andersen,Guam
AND,Anderson Rgnl,Andersen,United States
AZN,Andizhan Airport,Andizhan,Uzbekistan
ANX,Andoya,Andoya,Norway
PYR,Andravida,Andravida,Greece
ADW,Andrews Afb,Camp Springs,United States
AUY,Anelghowhat Airport,Anelghowhat,Vanuatu
OUD,Angads,Oujda,Morocco
TGZ,Angel Albino Corzo,Tuxtla Gutierrez,Mexico
MVD,Angel S Adami,Montevideo,Uruguay
LFK,Angelina Co,Lufkin,United States
ANE,Angers-Loire Airport,Angers/MarcÃ©,France
HLY,Anglesey Airport,Angelsey,United Kingdom
BIQ,Anglet,Biarritz-bayonne,France
ANI,Aniak Airport,Aniak,United States
AWD,Aniwa Airport,Aniwa,Vanuatu
AKA,Ankang Airport,Ankang,China
JVA,Ankavandra Airport,Ankavandra,Madagascar
AAE,Annaba,Annaba,Algeria
QNJ,Annemasse,Annemasse,France
ANN,Annette Island,Annette Island,United States
ANB,Anniston Metro,Anniston,United States
AYT,Antalya,Antalya,Turkey
SJI,Antique,San Jose,Philippines
OES,Antoine De St Exupery Airport,San Antonio Oeste,Argentina
CUM,Antonio Jose De Sucre,Cumana,Venezuela
SCU,Antonio Maceo Intl,Santiago De Cuba,Cuba
PSO,Antonio Narino,Pasto,Colombia
WAQ,Antsalova Airport,Antsalova,Madagascar
ANM,Antsirabato,Antalaha,Madagascar
AOJ,Aomori,Aomori,Japan
AOT,Aosta Airport,Aosta,Italy
APO,ApartadÃ³ Airport,ApartadÃ³,Colombia
APK,Apataki Airport,Apataki,French Polynesia
ATW,Appleton,Appleton,United States
AQJ,Aqaba King Hussein Intl,Aqaba,Jordan
ARU,Aracatuba,Aracatuba,Brazil
ARW,Arad,Arad,Romania
RAE,Arar,Arar,Saudi Arabia
AQA,Araraquara,Araracuara,Brazil
GPA,Araxos,Patras,Greece
AMH,Arba Minch,Arba Minch,Ethiopia
ACV,Arcata,Arcata CA,United States
ADU,Ardabil Airport,\N,Iran
OBS,Ardeche Meridionale,Aubenas-vals-lanas,France
ADM,Ardmore Muni,Ardmore,United States
GYL,Argyle Airport,\N,Australia
KSO,Aristotelis,Kastoria,Greece
BYH,Arkansas Intl,Blytheville,United States
ARN,Arlanda,Stockholm,Sweden
ARM,Armidale,Armidale,Australia
GRX,Armilla,Granada,Spain
SBK,Armor,St.-brieuc Armor,France
YYW,Armstrong,Armstrong,Canada
LME,Arnage,Le Mans,France
LBE,Arnold Palmer Regional Airport,Latrobe,United States
ZCA,Arnsberg Menden,Arnsberg,Germany
MOL,Aro,Molde,Norway
DIE,Arrachart,Antsiranana,Madagascar
X21,Arthur Dunn Airpark,Titusville,United States
ATC,Arthurs Town Airport,\N,Bahamas
SCL,Arturo Merino Benitez Intl,Santiago,Chile
VLN,Arturo Michelena Intl,Valencia,Venezuela
RUA,Arua Airport,Arua,Uganda
ARK,Arusha,Arusha,Tanzania
AXR,Arutua,Arutua,French Polynesia
AVK,Arvaikheer Airport,\N,Mongolia
YEK,Arviat,Eskimo Point,Canada
AJR,Arvidsjaur,Arvidsjaur,Sweden
AKJ,Asahikawa,Asahikawa,Japan
AVL,Asheville Regional Airport,Asheville,United States
ASB,Ashgabat,Ashkhabad,Turkmenistan
ASM,Asmara Intl,Asmara,Eritrea
ASO,Asosa,Asosa,Ethiopia
ASA,Assab Intl,Assab,Eritrea
TSE,Astana Intl,Tselinograd,Kazakhstan
ASF,Astrakhan,Astrakhan,Russia
OVD,Asturias,Aviles,Spain
JTY,Astypalaia,Astypalaia,Greece
ASW,Aswan Intl,Aswan,Egypt
ATZ,Asyut International Airport,\N,Egypt
AXK,Ataq,Ataq,Yemen
ATR,Atar,Atar,Mauritania
IST,Ataturk,Istanbul,Turkey
ATB,Atbara Airport,Atbara,Sudan
AHN,Athens Ben Epps Airport,Athens,United States
YIB,Atikokan Muni,Atikokan,Canada
AIU,Atiu Island Airport,Atiu Island,Cook Islands
ACY,Atlantic City Intl,Atlantic City,United States
YAT,Attawapiskat Airport,Attawapiskat,Canada
GUW,Atyrau,Atyrau,Kazakhstan
AKL,Auckland Intl,Auckland,New Zealand
AGB,Augsburg,Augsburg,Germany
AGS,Augusta Rgnl At Bush Fld,Bush Field,United States
AUG,Augusta State,Augusta,United States
NAT,Augusto Severo,Natal,Brazil
AKS,Auki Airport,Auki,Solomon Islands
YPJ,Aupaluk Airport,Aupaluk,Canada
AUL,Aur Island Airport,Aur Atoll,Marshall Islands
IXU,Aurangabad,Aurangabad,India
BBU,Aurel Vlaicu,Bucharest,Romania
AUR,Aurillac,Aurillac,France
AUU,Aurukun Airport,\N,Australia
AUS,Austin Bergstrom Intl,Austin,United States
GRB,Austin Straubel Intl,Green Bay,United States
CFE,Auvergne,Clermont Ferrand,France
AVV,Avalon,Avalon,Australia
WMR,Avaratra,Mananara,Madagascar
CPC,Aviador C Campos,San Martin Des Andes,Argentina
AVB,Aviano Ab,Aviano,Italy
AXU,Axum,Axum,Ethiopia
AYQ,Ayers Rock,Ayers Rock,Australia
MBU,Babanakira Airport,Mbambanakira,Solomon Islands
ROR,Babelthuap,Babelthuap,Palau
IEG,Babimost,Zielona Gora,Poland
BXB,Babo,Babo,Indonesia
BFH,Bacacheri,Curitiba,Brazil
BCM,Bacau,Bacau,Romania
BCO,Baco Airport,Baco,Ethiopia
BCD,Bacolod,Bacolod,Philippines
FKB,Baden Airpark,Karlsruhe-Baden,Germany
BDD,Badu Island Airport,\N,Australia
BFX,Bafoussam,Bafoussam,Cameroon
NYU,Bagan Intl,Nyuang U,Burma
BPE,Bagan,Bagan,Burma
IXB,Bagdogra,Baghdogra,India
SDA,Baghdad International Airport,Baghdad,Iraq
YBG,Bagotville,Bagotville,Canada
BAG,Baguio,Baguio,Philippines
BHV,Bahawalpur Airport,Bahawalpur,Pakistan
BFQ,Bahia PiÃ±a Airport,Bahia PiÃ±a,Panama
HUX,Bahias De Huatulco Intl,Bahias Dehuatulco,Mexico
BJR,Bahir Dar,Bahar Dar,Ethiopia
BAH,Bahrain Intl,Bahrain,Bahrain
YBC,Baie Comeau,Baie Comeau,Canada
LZH,Bailian Airport,Liuzhou,China
BBR,Baillif Airport,Basse Terre,Guadeloupe
VMU,Baimuru Airport,Baimuru,Papua New Guinea
HET,Baita Airport,\N,China
CAN,Baiyun Intl,Guangzhou,China
BJH,Bajhang,Bajhang,Nepal
BKM,Bakalalan Airport,Bakalalan,Malaysia
BXE,Bakel,Bakel,Senegal
YBK,Baker Lake,Baker Lake,Canada
BWO,Balakovo Airport,Balakovo,Russia
CEK,Balandino,Chelyabinsk,Russia
MLH,Bale Mulhouse,Mulhouse,France
DPS,Bali Ngurah Rai,Denpasar,Indonesia
KRK,Balice,Krakow,Poland
EDO,Balikesir Korfez Airport,\N,Turkey
BZI,Balikesir,Balikesir,Turkey
OPU,Balimo Airport,Balimo,Papua New Guinea
BAS,Ballalae Airport,Ballalae,Solomon Islands
BNK,Ballina Byron Gateway,Ballina Byron Bay,Australia
BBA,Balmaceda,Balmaceda,Chile
BWI,Baltimore Washington Intl,Baltimore,United States
BXR,Bam Airport,\N,Iran
ABM,Bamaga Injinoo,Amberley,Australia
BPC,Bamenda,Bamenda,Cameroon
OUI,Ban Huoeisay Airport,\N,Laos
LKL,Banak,Banak,Norway
BND,Bandar Abbass Intl,Bandar Abbas,Iran
BDH,Bandar Lengeh,Bandar Lengeh,Iran
CMB,Bandaranaike Intl Colombo,Colombo,Sri Lanka
NWA,Bandaressalam,Moheli,Comoros
BDM,Bandirma,Bandirma,Turkey
FDU,Bandundu,Bandoundu,Congo (Kinshasa)
BLR,Bangalore,Bangalore,India
BGR,Bangor Intl,Bangor,United States
BGF,Bangui M Poko,Bangui,Central African Republic
BNX,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina
BJL,Banjul Intl,Banjul,Gambia
BMO,Banmaw Airport,Banmaw,Burma
BNP,Bannu Airport,Bannu,Pakistan
SZX,Baoan Intl,Shenzhen,China
BAV,Baotou Airport,Baotou,China
MGN,Baracoa,Magangue,Colombia
MAD,Barajas,Madrid,Spain
BEJ,Barau(Kalimaru) Airport,Tanjung Redep-Borneo Island,Indonesia
QYR,Barberey,Troyes,France
BCI,Barcaldine Airport,\N,Australia
BCN,Barcelona,Barcelona,Spain
BDU,Bardufoss,Bardufoss,Norway
BRI,Bari,Bari,Italy
BNS,Barinas,Barinas,Venezuela
BBN,Bario Airport,Bario,Malaysia
BZL,Barisal Airport,Barisal,Bangladesh
BKH,Barking Sands Pmrf,Barking Sands,United States
PAH,Barkley Regional Airport,PADUCAH,United States
BAD,Barksdale Afb,Shreveport,United States
BAX,Barnaul,Barnaul,Russia
HYA,Barnstable Muni Boardman Polando Fld,Barnstable,United States
BRM,Barquisimeto Intl,Barquisimeto,Venezuela
BRR,Barra Airport,Barra,United Kingdom
BCL,Barra del Colorado Airport,Pococi,Costa Rica
BTI,Barter Island Lrrs,Barter Island,United States
CAW,Bartolomeu Lisandro,Campos,Brazil
HLJ,Barysiai,Barysiai,Lithuania
KRZ,Basango Mboliasa Airport,Kiri,Congo (Kinshasa)
BSU,Basankusu Airport,Basankusu,Congo (Kinshasa)
BSO,Basco Airport,\N,Philippines
SSZ,Base Aerea De Santos,Santos,Brazil
BSR,Basrah Intl,Basrah,Iraq
MEK,Bassatine,Meknes,Morocco
LTK,Bassel Al Assad Intl,Latakia,Syria
PGX,Bassillac,Perigueux,France
BSG,Bata,Bata,Equatorial Guinea
AZI,Bateen,Abu Dhabi,United Arab Emirates
BHS,Bathurst Airport,\N,Australia
ZBF,Bathurst Airport,Bathurst,Canada
BAL,Batman,Batman,Turkey
BLJ,Batna Airport,\N,Algeria
BTR,Baton Rouge Metro Ryan Fld,Baton Rouge,United States
BJF,Batsfjord,Batsfjord,Norway
BBM,Battambang Airport,Battambang,Cambodia
BUS,Batumi,Batumi,Georgia
BDE,Baudette Intl,Baudette,United States
BAU,Bauru,Bauru,Brazil
BBJ,Bautzen,Bautzen,Germany
BYN,Bayankhongor Airport,\N,Mongolia
BYU,Bayreuth,Bayreuth,Germany
BAB,Beale Afb,Marysville,United States
XBE,Bearskin Lake Airport,Bearskin Lake,Canada
NBC,Beaufort Mcas,Beaufort,United States
DRI,Beauregard Rgnl,Deridder,United States
BEU,Bedourie Airport,\N,Australia
BEI,Beica Airport,Beica,Ethiopia
MZW,Beigan,Matsu,Taiwan
BHY,Beihai Airport,Beihai,China
BHN,Beihan,Beihan,Yemen
NAY,Beijing Nanyuan Airport,Beijing,China
BEW,Beira,Beira,Mozambique
BLG,Belaga Airport,Belaga,Malaysia
BMY,Belep Islands Airport Airport,Waala,New Caledonia
IXG,Belgaum,Belgaum,India
EGO,Belgorod International Airport,Belgorod,Russia
BEP,Bellary,Bellary,India
LIG,Bellegarde,Limoges,France
BLI,Bellingham Intl,Bellingham,United States
BMD,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,Madagascar
BJI,Bemidji Regional Airport,Bemidji,United States
TLV,Ben Gurion,Tel-aviv,Israel
BEB,Benbecula,Benbecula,United Kingdom
BUG,Benguela,Benguela,Angola
BNI,Benin,Benin,Nigeria
BEN,Benina,Benghazi,Libya
NVA,Benito Salas,Neiva,Colombia
BEG,Beograd,Beograd,Serbia
BBO,Berbera,Berbera,Somalia
BBT,Berberati,Berberati,Central African Republic
BGY,Bergamo Orio Al Serio,Bergamo,Italy
BVG,Berlevag,Berlevag,Norway
BJO,Bermejo,Bermejo,Bolivia
BDA,Bermuda Intl,Bermuda,Bermuda
BRN,Bern Belp,Bern,Switzerland
BTM,Bert Mooney Airport,Butte,United States
BPY,Besalampy,Besalampy,Madagascar
OGZ,Beslan Airport,Beslan,Russia
BET,Bethel,Bethel,United States
BTT,Bettles,Bettles,United States
BWA,Bhairahawa,Bhairawa,Nepal
BHR,Bharatpur Airport,Bharatpur,Nepal
BHU,Bhavnagar,Bhaunagar,India
VIY,Bhisho,Bisho,South Africa
BHP,Bhojpur,Bhojpur,Nepal
BHO,Bhopal,Bhopal,India
BBI,Bhubaneshwar,Bhubaneswar,India
BHJ,Bhuj,Bhuj,India
PIS,Biard,Poitiers,France
BYS,Bicycle Lake Aaf,Fort Irwin,United States
7AK,Big Mountain Afs,Big Mountain,United States
YTL,Big Trout Lake Airport,Big Trout Lake,Canada
BQH,Biggin Hill,Biggin Hill,United Kingdom
BIF,Biggs Aaf,El Paso,United States
PAB,Bilaspur,Bilaspur,India
BIO,Bilbao,Bilbao,Spain
BIL,Billings Logan International Airport,Billings,United States
BLL,Billund,Billund,Denmark
ZBL,Biloela,Biloela,Australia
NSB,Bimini North Seaplane Base,Bimini,Bahamas
GNS,Binaka,Gunung Sitoli,Indonesia
TSN,Binhai,Tianjin,China
BTU,Bintulu,Bintulu,Malaysia
BIR,Biratnagar,Biratnagar,Nepal
BVI,Birdsville Airport,\N,Australia
XBJ,Birjand,Birjand,Iran
BHM,Birmingham Intl,Birmingham,United States
BHX,Birmingham,Birmingham,United Kingdom
IXR,Birsa Munda,Ranchi,India
DUG,Bisbee Douglas Intl,Douglas,United States
BHH,Bisha,Bisha,Saudi Arabia
FNT,Bishop International,Flint,United States
BSK,Biskra,Biskra,Algeria
BIS,Bismarck Municipal Airport,Bismarck,United States
BXO,Bissau Oswaldo Vieira Intl,Bissau,Guinea-Bissau
BMM,Bitam,Bitam,Gabon
ZUN,Black Rock,Zuni Pueblo,United States
BKQ,Blackall,Blackall,Australia
BBS,Blackbushe,Blackbushe,United Kingdom
BLK,Blackpool,Blackpool,United Kingdom
BLT,Blackwater Airport,\N,Australia
TLS,Blagnac,Toulouse,France
BFN,Bloemfontein Intl,Bloemfontein,South Africa
LEX,Blue Grass,Lexington KY,United States
BEF,Bluefields,Bluefields,Nicaragua
BLH,Blythe Airport,Blythe,United States
KBS,Bo Airport,Bo,Sierra Leone
BVB,Boa Vista,Boa Vista,Brazil
BUR,Bob Hope,Burbank,United States
CEW,Bob Sikes,Crestview,United States
BOY,Bobo Dioulasso,Bobo-dioulasso,Burkina Faso
BCT,Boca Raton,Boca Raton,United States
BOC,Bocas Del Toro Intl,Bocas Del Toro,Panama
PMO,Boccadifalco,Palermo,Italy
BOO,Bodo,Bodoe,Norway
BJV,Bodrum - Milas,Bodrum,Turkey
BFI,Boeing Fld King Co Intl,Seattle,United States
GIC,Boigu Airport,\N,Australia
BOI,Boise Air Terminal,Boise,United States
BJB,Bojnourd Airport,Bojnourd,Iran
BUI,Bokondini Airport,Bokondini-Papua Island,Indonesia
ADD,Bole Intl,Addis Ababa,Ethiopia
BLQ,Bologna,Bologna,Italy
PEE,Bolshoye Savino,Perm,Russia
BZO,Bolzano,Bolzano,Italy
LAZ,Bom Jesus Da Lapa,Bom Jesus Da Lapa,Brazil
BOA,Boma Airport,Boma,Congo (Kinshasa)
TRW,Bonriki Intl,Tarawa,Kiribati
HRO,Boone Co,Harrison,United States
BXX,Boorama Airport,Boorama,Somalia
BOB,Bora Bora,Bora Bora,French Polynesia
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria
HBE,Borg El Arab Intl,Alexandria,Egypt
BMK,Borkum,Borkum,Germany
BLE,Borlange,Borlange,Sweden
RNN,Bornholm Ronne,Ronne,Denmark
KBP,Boryspil Intl,Kiev,Ukraine
BSA,Bosaso Airport,Bosaso,Somalia
OCJ,Boscobel,Ocho Rios,Jamaica
TID,Bou Chekif,Tiaret,Algeria
BYK,Bouake,Bouake,Cote d'Ivoire
BQL,Boulia Airport,\N,Australia
BOU,Bourges,Bourges,France
BRK,Bourke Airport,\N,Australia
BOH,Bournemouth,Bournemouth,United Kingdom
EBU,Boutheon,St.-etienne,France
HQM,Bowerman Field,Hoquiam,United States
LOU,Bowman Fld,Louisville,United States
BWK,Brac,Brac,Croatia
BFD,Bradford Regional Airport,Bradford,United States
BDL,Bradley Intl,Windsor Locks,United States
BSF,Bradshaw Aaf,Bradshaw Field,United States
BGC,Braganca,Braganca,Portugal
AUF,Branches,Auxerre,France
YBR,Brandon Muni,Brandon,Canada
BTK,Bratsk,Bratsk,Russia
BWE,Braunschweig Wolfsburg,Braunschweig,Germany
BRE,Bremen,Bremen,Germany
BRV,Bremerhaven,Bremerhaven,Germany
MEN,Brenoux,Mende,France
ORE,Bricy,Orleans,France
ANG,Brie Champniers,Angouleme,France
BNE,Brisbane Intl,Brisbane,Australia
FZO,Bristol Filton,Bristol,United Kingdom
BRS,Bristol,Bristol,United Kingdom
BZZ,Brize Norton,Brize Norton,United Kingdom
BHQ,Broken Hill Airport,\N,Australia
BMA,Bromma,Stockholm,Sweden
LYN,Bron,Lyon,France
BNN,Bronnoy,Bronnoysund,Norway
BKX,Brookings Regional Airport,Brookings,United States
BME,Broome,Broome,Australia
BRO,Brownsville South Padre Island Intl,Brownsville,United States
BWN,Brunei Intl,Brunei,Brunei
BQK,Brunswick Golden Isles Airport,Brunswick,United States
BRU,Brussels Natl,Brussels,Belgium
CRL,Brussels South,Charleroi,Belgium
BZK,Bryansk,Bryansk,Russia
FRN,Bryant Ahp,Fort Richardson,United States
LUW,Bubung,Luwuk,Indonesia
KWA,Bucholz Aaf,Kwajalein,Marshall Islands
BKF,Buckley Afb,Buckley,United States
YVT,Buffalo Narrows,Buffalo Narrows,Canada
BUF,Buffalo Niagara Intl,Buffalo,United States
BFO,Buffalo Range,Chiredzi,Zimbabwe
UUA,Bugulma Airport,Bugulma,Russia
BJM,Bujumbura Intl,Bujumbura,Burundi
BUA,Buka Airport,Buka Island,Papua New Guinea
BKY,Bukavu Kavumu,Bukavu/kavumu,Congo (Kinshasa)
BHK,Bukhara,Bukhara,Uzbekistan
BKZ,Bukoba Airport,Bukoba,Tanzania
BDB,Bundaberg,Bundaberg,Australia
BUX,Bunia,Bunia,Congo (Kinshasa)
BMV,Buon Ma Thuot Airport,\N,Vietnam
BUO,Burao Airport,Burao,Somalia
BOJ,Burgas,Bourgas,Bulgaria
RGS,Burgos,Burgos,Spain
BFV,Buri Ram,Buri Ram,Thailand
BUC,Burketown Airport,\N,Australia
BTV,Burlington Intl,Burlington,United States
YDB,Burwash,Burwash,Canada
BUZ,Bushehr,Bushehr,Iran
USU,Busuanga,Busuanga,Philippines
YKZ,Buttonville Muni,Toronto,Canada
FCS,Butts Aaf,Fort Carson,United States
BXU,Butuan,Butuan,Philippines
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland
BKA,Bykovo,Moscow,Russia
CBH,BÃ©char Boudghene Ben Ali Lotfi Airport,BÃ©char,Algeria
VSA,C P A Carlos Rovirosa Intl,Villahermosa,Mexico
MKC,C.B. Wheeler - Downtown,Kansas City,United States
CAH,Ca Mau,Ca Mau,Vietnam
LHC,Caballococha Airport,Caballococha,Peru
CAB,Cabinda,Cabinda,Angola
TNO,Cabo Velas Airport,Nicoya,Costa Rica
TPP,Cadete Guillermo Del Castillo Paredes,Tarapoto,Peru
COO,Cadjehoun,Cotonou,Benin
CGY,Cagayan De Oro,Ladag,Philippines
CNS,Cairns Intl,Cairns,Australia
CAI,Cairo Intl,Cairo,Egypt
CBQ,Calabar,Calabar,Nigeria
CQF,Calais Dunkerque,Calais,France
CYP,Calbayog Airport,Calbayog City,Philippines
CLV,Caldas Novas,Caldas Novas,Brazil
CXL,Calexico Intl,Calexico,United States
YYC,Calgary Intl,Calgary,Canada
CCJ,Calicut,Calicut,India
CXR,Cam Ranh Airport,Nha Trang,Vietnam
YCB,Cambridge Bay,Cambridge Bay,Canada
CBG,Cambridge,Cambridge,United Kingdom
CDU,Camden,Camden,Australia
CGM,Camiguin Airport,\N,Philippines
CUC,Camilo Daza,Cucuta,Colombia
LOH,Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador
ATT,Camp Mabry Austin City,Austin TX,United States
HOP,Campbell Aaf,Hopkinsville,United States
YBL,Campbell River,Campbell River,Canada
CAL,Campbeltown Airport,Campbeltown,United Kingdom
AJA,Campo Dell Oro,Ajaccio,France
CXJ,Campo Dos Bugres,Caxias Do Sul,Brazil
QPS,Campo Fontenelle,Piracununga,Brazil
CGR,Campo Grande,Campo Grande,Brazil
YXC,Canadian Rockies Intl,Cranbrook,Canada
CAJ,Canaima,Canaima,Venezuela
ZOS,Canal Bajo Carlos Hott Siebert,Osorno,Chile
CBR,Canberra,Canberra,Australia
CUN,Cancun Intl,Cancun,Mexico
DCF,Canefield,Canefield,Dominica
CVS,Cannon Afb,Clovis,United States
CIW,Canouan,Canouan Island,Saint Vincent and the Grenadines
CIS,Canton,Canton Island,Kiribati
PCL,Cap Fap David Abenzur Rengifo Intl,Pucallpa,Peru
CAP,Cap Haitien Intl,Cap Haitien,Haiti
CHX,Cap Manuel Nino Intl,Changuinola,Panama
CSK,Cap Skiring,Cap Skiring,Senegal
